gene_stable_id	transcript_stable_id	protein_stable_id	xref	db_name	info_type	source_identity	xref_identity	linkage_type
YML003W	YML003W_mRNA	YML003W	NM_001182358.1	RefSeq_dna	DEPENDENT	-	-	-
YML093W	YML093W_mRNA	YML093W	NP_013617.1	RefSeq_peptide	DEPENDENT	-	-	-
YML093W	YML093W_mRNA	YML093W	NM_001182452.1	RefSeq_dna	DEPENDENT	-	-	-
YMR116C	YMR116C_mRNA	YMR116C	NP_013834.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR116C	YMR116C_mRNA	YMR116C	NM_001182616.1	RefSeq_dna	DEPENDENT	-	-	-
YMR196W	YMR196W_mRNA	YMR196W	NP_013923.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR196W	YMR196W_mRNA	YMR196W	NM_001182703.1	RefSeq_dna	DEPENDENT	-	-	-
YML053C	YML053C_mRNA	YML053C	NP_013659.1	RefSeq_peptide	DEPENDENT	-	-	-
YML053C	YML053C_mRNA	YML053C	NM_001182411.1	RefSeq_dna	DEPENDENT	-	-	-
YML009C	YML009C_mRNA	YML009C	NP_013705.1	RefSeq_peptide	DEPENDENT	-	-	-
YML009C	YML009C_mRNA	YML009C	NM_001182364.1	RefSeq_dna	DEPENDENT	-	-	-
YMR070W	YMR070W_mRNA	YMR070W	NP_013786.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR070W	YMR070W_mRNA	YMR070W	NM_001182568.1	RefSeq_dna	DEPENDENT	-	-	-
YMR219W	YMR219W_mRNA	YMR219W	NP_013946.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR219W	YMR219W_mRNA	YMR219W	NM_001182726.1	RefSeq_dna	DEPENDENT	-	-	-
YML037C	YML037C_mRNA	YML037C	NP_013675.1	RefSeq_peptide	DEPENDENT	-	-	-
YML037C	YML037C_mRNA	YML037C	NM_001182395.1	RefSeq_dna	DEPENDENT	-	-	-
YMR280C	YMR280C_mRNA	YMR280C	NP_014007.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR280C	YMR280C_mRNA	YMR280C	NM_001182787.1	RefSeq_dna	DEPENDENT	-	-	-
YMR170C	YMR170C_mRNA	YMR170C	NP_013893.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR170C	YMR170C_mRNA	YMR170C	NM_001182674.1	RefSeq_dna	DEPENDENT	-	-	-
YMR123W	YMR123W_mRNA	YMR123W	NP_013842.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR123W	YMR123W_mRNA	YMR123W	NM_001182624.1	RefSeq_dna	DEPENDENT	-	-	-
YMR019W	YMR019W_mRNA	YMR019W	NP_013732.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR019W	YMR019W_mRNA	YMR019W	NM_001182515.1	RefSeq_dna	DEPENDENT	-	-	-
YMR206W	YMR206W_mRNA	YMR206W	NP_013933.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR206W	YMR206W_mRNA	YMR206W	NM_001182713.1	RefSeq_dna	DEPENDENT	-	-	-
YMR165C	YMR165C_mRNA	YMR165C	NP_013888.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR165C	YMR165C_mRNA	YMR165C	NM_001182669.1	RefSeq_dna	DEPENDENT	-	-	-
YMR010W	YMR010W_mRNA	YMR010W	NP_013723.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR010W	YMR010W_mRNA	YMR010W	NM_001182506.1	RefSeq_dna	DEPENDENT	-	-	-
YMR184W	YMR184W_mRNA	YMR184W	NP_013909.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR184W	YMR184W_mRNA	YMR184W	NM_001182690.1	RefSeq_dna	DEPENDENT	-	-	-
YML126C	YML126C_mRNA	YML126C	NP_013580.1	RefSeq_peptide	DEPENDENT	-	-	-
YML126C	YML126C_mRNA	YML126C	NM_001182489.1	RefSeq_dna	DEPENDENT	-	-	-
YMR244W	YMR244W_mRNA	YMR244W	NP_013971.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR244W	YMR244W_mRNA	YMR244W	NM_001182752.1	RefSeq_dna	DEPENDENT	-	-	-
YMR279C	YMR279C_mRNA	YMR279C	NP_014006.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR279C	YMR279C_mRNA	YMR279C	NM_001182786.1	RefSeq_dna	DEPENDENT	-	-	-
YMR107W	YMR107W_mRNA	YMR107W	NP_013825.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR107W	YMR107W_mRNA	YMR107W	NM_001182607.1	RefSeq_dna	DEPENDENT	-	-	-
YML054C-A	YML054C-A_mRNA	YML054C-A	NP_878139.1	RefSeq_peptide	DEPENDENT	-	-	-
YML054C-A	YML054C-A_mRNA	YML054C-A	NM_001184571.1	RefSeq_dna	DEPENDENT	-	-	-
YMR043W	YMR043W_mRNA	YMR043W	NP_013757.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR043W	YMR043W_mRNA	YMR043W	NM_001182540.1	RefSeq_dna	DEPENDENT	-	-	-
YMR270C	YMR270C_mRNA	YMR270C	NP_013997.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR270C	YMR270C_mRNA	YMR270C	NM_001182777.1	RefSeq_dna	DEPENDENT	-	-	-
YMR175W	YMR175W_mRNA	YMR175W	NP_013900.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR175W	YMR175W_mRNA	YMR175W	NM_001182681.1	RefSeq_dna	DEPENDENT	-	-	-
YMR035W	YMR035W_mRNA	YMR035W	NP_013749.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR035W	YMR035W_mRNA	YMR035W	NM_001182532.1	RefSeq_dna	DEPENDENT	-	-	-
YMR108W	YMR108W_mRNA	YMR108W	NP_013826.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR108W	YMR108W_mRNA	YMR108W	NM_001182608.1	RefSeq_dna	DEPENDENT	-	-	-
YML002W	YML002W_mRNA	YML002W	NP_013712.1	RefSeq_peptide	DEPENDENT	-	-	-
YML002W	YML002W_mRNA	YML002W	NM_001182357.1	RefSeq_dna	DEPENDENT	-	-	-
YML111W	YML111W_mRNA	YML111W	NP_013596.1	RefSeq_peptide	DEPENDENT	-	-	-
YML111W	YML111W_mRNA	YML111W	NM_001182473.1	RefSeq_dna	DEPENDENT	-	-	-
YMR278W	YMR278W_mRNA	YMR278W	NP_014005.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR278W	YMR278W_mRNA	YMR278W	NM_001182785.1	RefSeq_dna	DEPENDENT	-	-	-
YMR185W	YMR185W_mRNA	YMR185W	NP_013910.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR185W	YMR185W_mRNA	YMR185W	NM_001182691.1	RefSeq_dna	DEPENDENT	-	-	-
YMR258C	YMR258C_mRNA	YMR258C	NP_013985.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR258C	YMR258C_mRNA	YMR258C	NM_001182765.1	RefSeq_dna	DEPENDENT	-	-	-
YMR023C	YMR023C_mRNA	YMR023C	NP_013736.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR023C	YMR023C_mRNA	YMR023C	NM_001182519.1	RefSeq_dna	DEPENDENT	-	-	-
YMR291W	YMR291W_mRNA	YMR291W	NP_014019.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR291W	YMR291W_mRNA	YMR291W	NM_001182799.1	RefSeq_dna	DEPENDENT	-	-	-
YMR041C	YMR041C_mRNA	YMR041C	NP_013755.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR041C	YMR041C_mRNA	YMR041C	NM_001182538.1	RefSeq_dna	DEPENDENT	-	-	-
YMR029C	YMR029C_mRNA	YMR029C	NP_013742.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR029C	YMR029C_mRNA	YMR029C	NM_001182525.1	RefSeq_dna	DEPENDENT	-	-	-
YMR092C	YMR092C_mRNA	YMR092C	NP_013810.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR092C	YMR092C_mRNA	YMR092C	NM_001182592.1	RefSeq_dna	DEPENDENT	-	-	-
YMR138W	YMR138W_mRNA	YMR138W	NP_013858.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR138W	YMR138W_mRNA	YMR138W	NM_001182640.1	RefSeq_dna	DEPENDENT	-	-	-
YMR122W-A	YMR122W-A_mRNA	YMR122W-A	NP_061493.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR122W-A	YMR122W-A_mRNA	YMR122W-A	NM_001184445.1	RefSeq_dna	DEPENDENT	-	-	-
YMR053C	YMR053C_mRNA	YMR053C	NP_013769.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR053C	YMR053C_mRNA	YMR053C	NM_001182551.1	RefSeq_dna	DEPENDENT	-	-	-
YMR220W	YMR220W_mRNA	YMR220W	NP_013947.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR220W	YMR220W_mRNA	YMR220W	NM_001182727.1	RefSeq_dna	DEPENDENT	-	-	-
YMR087W	YMR087W_mRNA	YMR087W	NP_013805.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR087W	YMR087W_mRNA	YMR087W	NM_001182587.1	RefSeq_dna	DEPENDENT	-	-	-
YML031W	YML031W_mRNA	YML031W	NP_013681.1	RefSeq_peptide	DEPENDENT	-	-	-
YML031W	YML031W_mRNA	YML031W	NM_001182389.1	RefSeq_dna	DEPENDENT	-	-	-
YML118W	YML118W_mRNA	YML118W	NP_013588.1	RefSeq_peptide	DEPENDENT	-	-	-
YML118W	YML118W_mRNA	YML118W	NM_001182481.1	RefSeq_dna	DEPENDENT	-	-	-
YML120C	YML120C_mRNA	YML120C	NP_013586.1	RefSeq_peptide	DEPENDENT	-	-	-
YML120C	YML120C_mRNA	YML120C	NM_001182483.1	RefSeq_dna	DEPENDENT	-	-	-
YMR078C	YMR078C_mRNA	YMR078C	NP_013795.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR078C	YMR078C_mRNA	YMR078C	NM_001182577.1	RefSeq_dna	DEPENDENT	-	-	-
YMR042W	YMR042W_mRNA	YMR042W	NP_013756.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR042W	YMR042W_mRNA	YMR042W	NM_001182539.1	RefSeq_dna	DEPENDENT	-	-	-
YMR251W	YMR251W_mRNA	YMR251W	NP_013977.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR251W	YMR251W_mRNA	YMR251W	NM_001182757.1	RefSeq_dna	DEPENDENT	-	-	-
YMR223W	YMR223W_mRNA	YMR223W	NP_013950.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR223W	YMR223W_mRNA	YMR223W	NM_001182730.1	RefSeq_dna	DEPENDENT	-	-	-
YML007C-A	YML007C-A_mRNA	YML007C-A	NP_076904.1	RefSeq_peptide	DEPENDENT	-	-	-
YML007C-A	YML007C-A_mRNA	YML007C-A	NM_001184487.1	RefSeq_dna	DEPENDENT	-	-	-
YMR256C	YMR256C_mRNA	YMR256C	NP_013983.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR256C	YMR256C_mRNA	YMR256C	NM_001182763.1	RefSeq_dna	DEPENDENT	-	-	-
YMR214W	YMR214W_mRNA	YMR214W	NP_013941.2	RefSeq_peptide	DEPENDENT	-	-	-
YMR214W	YMR214W_mRNA	YMR214W	NM_001182721.1	RefSeq_dna	DEPENDENT	-	-	-
YMR055C	YMR055C_mRNA	YMR055C	NP_013771.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR055C	YMR055C_mRNA	YMR055C	NM_001182553.1	RefSeq_dna	DEPENDENT	-	-	-
YML117W	YML117W_mRNA	YML117W	NP_013589.1	RefSeq_peptide	DEPENDENT	-	-	-
YML117W	YML117W_mRNA	YML117W	NM_001182479.1	RefSeq_dna	DEPENDENT	-	-	-
YMR271C	YMR271C_mRNA	YMR271C	NP_013998.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR271C	YMR271C_mRNA	YMR271C	NM_001182778.1	RefSeq_dna	DEPENDENT	-	-	-
YMR226C	YMR226C_mRNA	YMR226C	NP_013953.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR226C	YMR226C_mRNA	YMR226C	NM_001182733.1	RefSeq_dna	DEPENDENT	-	-	-
YML110C	YML110C_mRNA	YML110C	NP_013597.1	RefSeq_peptide	DEPENDENT	-	-	-
YML110C	YML110C_mRNA	YML110C	NM_001182472.1	RefSeq_dna	DEPENDENT	-	-	-
YML007W	YML007W_mRNA	YML007W	NP_013707.1	RefSeq_peptide	DEPENDENT	-	-	-
YML007W	YML007W_mRNA	YML007W	NM_001182362.1	RefSeq_dna	DEPENDENT	-	-	-
YMR190C	YMR190C_mRNA	YMR190C	NP_013915.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR190C	YMR190C_mRNA	YMR190C	NM_001182696.1	RefSeq_dna	DEPENDENT	-	-	-
YMR225C	YMR225C_mRNA	YMR225C	NP_013952.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR225C	YMR225C_mRNA	YMR225C	NM_001182732.1	RefSeq_dna	DEPENDENT	-	-	-
YMR264W	YMR264W_mRNA	YMR264W	NP_013991.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR264W	YMR264W_mRNA	YMR264W	NM_001182771.1	RefSeq_dna	DEPENDENT	-	-	-
YMR037C	YMR037C_mRNA	YMR037C	NP_013751.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR037C	YMR037C_mRNA	YMR037C	NM_001182534.1	RefSeq_dna	DEPENDENT	-	-	-
YML024W	YML024W_mRNA	YML024W	NP_013688.1	RefSeq_peptide	DEPENDENT	-	-	-
YML024W	YML024W_mRNA	YML024W	NM_001182382.1	RefSeq_dna	DEPENDENT	-	-	-
YML083C	YML083C_mRNA	YML083C	NP_013627.1	RefSeq_peptide	DEPENDENT	-	-	-
YML083C	YML083C_mRNA	YML083C	NM_001182442.1	RefSeq_dna	DEPENDENT	-	-	-
YMR182W-A	YMR182W-A_mRNA	YMR182W-A	NP_878144.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR182W-A	YMR182W-A_mRNA	YMR182W-A	NM_001184615.1	RefSeq_dna	DEPENDENT	-	-	-
YMR030W	YMR030W_mRNA	YMR030W	NP_013743.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR030W	YMR030W_mRNA	YMR030W	NM_001182526.1	RefSeq_dna	DEPENDENT	-	-	-
YMR187C	YMR187C_mRNA	YMR187C	NP_013912.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR187C	YMR187C_mRNA	YMR187C	NM_001182693.1	RefSeq_dna	DEPENDENT	-	-	-
YMR238W	YMR238W_mRNA	YMR238W	NP_013965.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR238W	YMR238W_mRNA	YMR238W	NM_001182745.1	RefSeq_dna	DEPENDENT	-	-	-
YML061C	YML061C_mRNA	YML061C	NP_013650.1	RefSeq_peptide	DEPENDENT	-	-	-
YML061C	YML061C_mRNA	YML061C	NM_001182420.1	RefSeq_dna	DEPENDENT	-	-	-
YMR130W	YMR130W_mRNA	YMR130W	NP_013849.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR130W	YMR130W_mRNA	YMR130W	NM_001182631.1	RefSeq_dna	DEPENDENT	-	-	-
YMR005W	YMR005W_mRNA	YMR005W	NP_013718.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR005W	YMR005W_mRNA	YMR005W	NM_001182501.1	RefSeq_dna	DEPENDENT	-	-	-
YMR054W	YMR054W_mRNA	YMR054W	NP_013770.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR054W	YMR054W_mRNA	YMR054W	NM_001182552.1	RefSeq_dna	DEPENDENT	-	-	-
YMR209C	YMR209C_mRNA	YMR209C	NP_013936.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR209C	YMR209C_mRNA	YMR209C	NM_001182716.1	RefSeq_dna	DEPENDENT	-	-	-
YML102W	YML102W_mRNA	YML102W	NP_013605.1	RefSeq_peptide	DEPENDENT	-	-	-
YML102W	YML102W_mRNA	YML102W	NM_001182464.1	RefSeq_dna	DEPENDENT	-	-	-
YMR194W	YMR194W_mRNA	YMR194W	NP_013920.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR194W	YMR194W_mRNA	YMR194W	NM_001182701.1	RefSeq_dna	DEPENDENT	-	-	-
YMR252C	YMR252C_mRNA	YMR252C	NP_013979.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR252C	YMR252C_mRNA	YMR252C	NM_001182759.1	RefSeq_dna	DEPENDENT	-	-	-
YMR164C	YMR164C_mRNA	YMR164C	NP_013887.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR164C	YMR164C_mRNA	YMR164C	NM_001182668.1	RefSeq_dna	DEPENDENT	-	-	-
YMR074C	YMR074C_mRNA	YMR074C	NP_013790.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR074C	YMR074C_mRNA	YMR074C	NM_001182572.1	RefSeq_dna	DEPENDENT	-	-	-
YML065W	YML065W_mRNA	YML065W	NP_013646.1	RefSeq_peptide	DEPENDENT	-	-	-
YML065W	YML065W_mRNA	YML065W	NM_001182424.1	RefSeq_dna	DEPENDENT	-	-	-
YMR243C	YMR243C_mRNA	YMR243C	NP_013970.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR243C	YMR243C_mRNA	YMR243C	NM_001182750.1	RefSeq_dna	DEPENDENT	-	-	-
YMR145C	YMR145C_mRNA	YMR145C	NP_013865.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR145C	YMR145C_mRNA	YMR145C	NM_001182647.1	RefSeq_dna	DEPENDENT	-	-	-
YML071C	YML071C_mRNA	YML071C	NP_013640.1	RefSeq_peptide	DEPENDENT	-	-	-
YML071C	YML071C_mRNA	YML071C	NM_001182430.1	RefSeq_dna	DEPENDENT	-	-	-
YMR015C	YMR015C_mRNA	YMR015C	NP_013728.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR015C	YMR015C_mRNA	YMR015C	NM_001182511.1	RefSeq_dna	DEPENDENT	-	-	-
YML070W	YML070W_mRNA	YML070W	NP_013641.1	RefSeq_peptide	DEPENDENT	-	-	-
YML070W	YML070W_mRNA	YML070W	NM_001182429.1	RefSeq_dna	DEPENDENT	-	-	-
YMR125W	YMR125W_mRNA	YMR125W	NP_013844.2	RefSeq_peptide	DEPENDENT	-	-	-
YMR125W	YMR125W_mRNA	YMR125W	NM_001182626.1	RefSeq_dna	DEPENDENT	-	-	-
YMR325W	YMR325W_mRNA	YMR325W	NP_014058.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR325W	YMR325W_mRNA	YMR325W	NM_001182838.1	RefSeq_dna	DEPENDENT	-	-	-
YML072C	YML072C_mRNA	YML072C	NP_013639.1	RefSeq_peptide	DEPENDENT	-	-	-
YML072C	YML072C_mRNA	YML072C	NM_001182431.1	RefSeq_dna	DEPENDENT	-	-	-
YML105C	YML105C_mRNA	YML105C	NP_013602.1	RefSeq_peptide	DEPENDENT	-	-	-
YML105C	YML105C_mRNA	YML105C	NM_001182467.1	RefSeq_dna	DEPENDENT	-	-	-
YMR069W	YMR069W_mRNA	YMR069W	NP_013785.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR069W	YMR069W_mRNA	YMR069W	NM_001182567.1	RefSeq_dna	DEPENDENT	-	-	-
YMR293C	YMR293C_mRNA	YMR293C	NP_014021.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR293C	YMR293C_mRNA	YMR293C	NM_001182801.1	RefSeq_dna	DEPENDENT	-	-	-
YML124C	YML124C_mRNA	YML124C	NP_013582.1	RefSeq_peptide	DEPENDENT	-	-	-
YML124C	YML124C_mRNA	YML124C	NM_001182487.1	RefSeq_dna	DEPENDENT	-	-	-
YMR090W	YMR090W_mRNA	YMR090W	NP_013808.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR090W	YMR090W_mRNA	YMR090W	NM_001182590.1	RefSeq_dna	DEPENDENT	-	-	-
YML029W	YML029W_mRNA	YML029W	NP_013683.1	RefSeq_peptide	DEPENDENT	-	-	-
YML029W	YML029W_mRNA	YML029W	NM_001182387.1	RefSeq_dna	DEPENDENT	-	-	-
YMR171C	YMR171C_mRNA	YMR171C	NP_013894.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR171C	YMR171C_mRNA	YMR171C	NM_001182675.1	RefSeq_dna	DEPENDENT	-	-	-
YMR102C	YMR102C_mRNA	YMR102C	NP_013820.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR102C	YMR102C_mRNA	YMR102C	NM_001182602.1	RefSeq_dna	DEPENDENT	-	-	-
YMR188C	YMR188C_mRNA	YMR188C	NP_013913.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR188C	YMR188C_mRNA	YMR188C	NM_001182694.1	RefSeq_dna	DEPENDENT	-	-	-
YMR269W	YMR269W_mRNA	YMR269W	NP_013996.2	RefSeq_peptide	DEPENDENT	-	-	-
YMR269W	YMR269W_mRNA	YMR269W	NM_001182776.1	RefSeq_dna	DEPENDENT	-	-	-
YMR128W	YMR128W_mRNA	YMR128W	NP_013847.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR128W	YMR128W_mRNA	YMR128W	NM_001182629.1	RefSeq_dna	DEPENDENT	-	-	-
YMR039C	YMR039C_mRNA	YMR039C	NP_013753.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR039C	YMR039C_mRNA	YMR039C	NM_001182536.1	RefSeq_dna	DEPENDENT	-	-	-
YMR230W	YMR230W_mRNA	YMR230W	NP_013957.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR230W	YMR230W_mRNA	YMR230W	NM_001182737.1	RefSeq_dna	DEPENDENT	-	-	-
YMR267W	YMR267W_mRNA	YMR267W	NP_013994.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR267W	YMR267W_mRNA	YMR267W	NM_001182774.1	RefSeq_dna	DEPENDENT	-	-	-
YMR247C	YMR247C_mRNA	YMR247C	NP_013975.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR247C	YMR247C_mRNA	YMR247C	NM_001182755.1	RefSeq_dna	DEPENDENT	-	-	-
YMR152W	YMR152W_mRNA	YMR152W	NP_013872.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR152W	YMR152W_mRNA	YMR152W	NM_001182654.1	RefSeq_dna	DEPENDENT	-	-	-
YMR251W-A	YMR251W-A_mRNA	YMR251W-A	NP_013978.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR251W-A	YMR251W-A_mRNA	YMR251W-A	NM_001182758.1	RefSeq_dna	DEPENDENT	-	-	-
YMR146C	YMR146C_mRNA	YMR146C	NP_013866.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR146C	YMR146C_mRNA	YMR146C	NM_001182648.1	RefSeq_dna	DEPENDENT	-	-	-
YMR228W	YMR228W_mRNA	YMR228W	NP_013955.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR228W	YMR228W_mRNA	YMR228W	NM_001182735.1	RefSeq_dna	DEPENDENT	-	-	-
YMR032W	YMR032W_mRNA	YMR032W	NP_013746.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR032W	YMR032W_mRNA	YMR032W	NM_001182529.1	RefSeq_dna	DEPENDENT	-	-	-
YMR001C-A	YMR001C-A_mRNA	YMR001C-A	NP_878140.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR001C-A	YMR001C-A_mRNA	YMR001C-A	NM_001184613.1	RefSeq_dna	DEPENDENT	-	-	-
YMR153W	YMR153W_mRNA	YMR153W	NP_013873.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR153W	YMR153W_mRNA	YMR153W	NM_001182656.1	RefSeq_dna	DEPENDENT	-	-	-
YMR056C	YMR056C_mRNA	YMR056C	NP_013772.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR056C	YMR056C_mRNA	YMR056C	NM_001182554.1	RefSeq_dna	DEPENDENT	-	-	-
YMR282C	YMR282C_mRNA	YMR282C	NP_014009.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR282C	YMR282C_mRNA	YMR282C	NM_001182789.1	RefSeq_dna	DEPENDENT	-	-	-
YMR234W	YMR234W_mRNA	YMR234W	NP_013961.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR234W	YMR234W_mRNA	YMR234W	NM_001182741.1	RefSeq_dna	DEPENDENT	-	-	-
YMR323W	YMR323W_mRNA	YMR323W	NP_014056.3	RefSeq_peptide	DEPENDENT	-	-	-
YMR323W	YMR323W_mRNA	YMR323W	NM_001182836.3	RefSeq_dna	DEPENDENT	-	-	-
YMR062C	YMR062C_mRNA	YMR062C	NP_013778.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR062C	YMR062C_mRNA	YMR062C	NM_001182560.1	RefSeq_dna	DEPENDENT	-	-	-
YMR247W-A	YMR247W-A_mRNA	YMR247W-A	NP_878148.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR247W-A	YMR247W-A_mRNA	YMR247W-A	NM_001184661.1	RefSeq_dna	DEPENDENT	-	-	-
YMR038C	YMR038C_mRNA	YMR038C	NP_013752.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR038C	YMR038C_mRNA	YMR038C	NM_001182535.1	RefSeq_dna	DEPENDENT	-	-	-
YMR049C	YMR049C_mRNA	YMR049C	NP_013764.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR049C	YMR049C_mRNA	YMR049C	NM_001182546.1	RefSeq_dna	DEPENDENT	-	-	-
YMR272W-B	YMR272W-B_mRNA	YMR272W-B	NP_878149.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR272W-B	YMR272W-B_mRNA	YMR272W-B	NM_001184617.1	RefSeq_dna	DEPENDENT	-	-	-
YMR147W	YMR147W_mRNA	YMR147W	NP_013867.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR147W	YMR147W_mRNA	YMR147W	NM_001182649.1	RefSeq_dna	DEPENDENT	-	-	-
YML067C	YML067C_mRNA	YML067C	NP_013644.1	RefSeq_peptide	DEPENDENT	-	-	-
YML067C	YML067C_mRNA	YML067C	NM_001182426.1	RefSeq_dna	DEPENDENT	-	-	-
YML107C	YML107C_mRNA	YML107C	NP_013600.2	RefSeq_peptide	DEPENDENT	-	-	-
YML107C	YML107C_mRNA	YML107C	NM_001182469.1	RefSeq_dna	DEPENDENT	-	-	-
YMR231W	YMR231W_mRNA	YMR231W	NP_013958.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR231W	YMR231W_mRNA	YMR231W	NM_001182738.1	RefSeq_dna	DEPENDENT	-	-	-
YMR081C	YMR081C_mRNA	YMR081C	NP_013798.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR081C	YMR081C_mRNA	YMR081C	NM_001182580.1	RefSeq_dna	DEPENDENT	-	-	-
YML051W	YML051W_mRNA	YML051W	NP_013661.1	RefSeq_peptide	DEPENDENT	-	-	-
YML051W	YML051W_mRNA	YML051W	NM_001182409.1	RefSeq_dna	DEPENDENT	-	-	-
YMR314W	YMR314W_mRNA	YMR314W	NP_014045.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR314W	YMR314W_mRNA	YMR314W	NM_001182825.1	RefSeq_dna	DEPENDENT	-	-	-
YMR113W	YMR113W_mRNA	YMR113W	NP_013831.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR113W	YMR113W_mRNA	YMR113W	NM_001182613.1	RefSeq_dna	DEPENDENT	-	-	-
YMR263W	YMR263W_mRNA	YMR263W	NP_013990.1	RefSeq_peptide	DEPENDENT	-	-	-
YMR263W	YMR263W_mRNA	YMR263W	NM_001182770.1	RefSeq_dna	DEPENDENT	-	-	-
YML034W	YML034W_mRNA	YML034W	NP_013679.1	RefSeq_peptide	DEPENDENT	-	-	-
YML034W	YML034W_mRNA	YML034W	NM_001182391.1	RefSeq_dna	DEPENDENT	-	-	-
